,mallId,mallProductId,updateType,mallReviewId,mallSeq,nvMid,matchNvMid,userId,title,content,registerDate,modifyDate,createTime,qualityScore,starScore,imageYn,imageCount,videoYn,videoCount,topicYn,topicCount,topics,uniqueKey,mallName,mallLogo,buyOption,pageUrl,images,_uniqueKey,videos
94,samsungkorea123,SMG991NZIEKOO,UPSERT,25347,1186513,25612893362,25604807522,현*은*****,트레이드인으로 주문했어요. 물량 부족으로 배송지연되긴 했는데 친절...,"트레이드인으로 주문했어요. 물량 부족으로 배송지연되긴 했는데 친절한 안내와 안전한 배송으로 잘 받았습니다.  전 폰이 자급제 s9+ 였는데 3년 사용에 액정이 금 간 상태ㅠㅠ 근데 추가보상이 10만원이나! 삼성카드 청구할인이 13%! 발품 팔기 싫고 5g 요금제 싫고.. 자급제가 역시 최고입니다. 삼성닷컴에서 혜택 잘 받고 구매합니다. <em>투고 이벤트로 체험 했는데 역시나 예쁘고</em> 이전 시리즈보다 가볍습니다.. 개인적으로 엣지 별로라 플랫해서 더 좋아요. 페이스, 지문 인증은 이렇게 빨라도 되나 싶을 정도... 게임은 하지 않지만 폰을 자주 달고 있는 편인데 발열은 신경 쓰이지 않습니다. 아주 좋아요. <em>메모리는 기본 256 말이 필요 없습니다</em>. 얼른 사세요~",2021-02-28,2021-02-28,1616608864586,0.750087,5,Y,1,N,0,Y,2,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 441, 'endPosition': 496, 'reputationScore': 478, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 796, 'endPosition': 845, 'reputationScore': 452, 'positiveYn': 'Y'}]",25347-samsungkorea123-SMG991NZIEKOO,삼성닷컴,https://shopping-phinf.pstatic.net/20210217/553ed28d-a761-4c17-a6b3-8f8abb3c381d.jpg,,https://www.samsung.com/sec/smartphones/galaxy-s21-5g-g991,['https://shopping-phinf.pstatic.net/20210325_22/b105f48a-e186-43de-9721-7fe150568789.jpg'],,
95,11st,3295262988,UPSERT,178967982,17703,26510319930,25604807522,lo******,최고예요,"제 폰 바꾸고나니 <em>남편이 서운해하는거 같아 결국 하나 더 주문하게 되었네요</em>~ <em>매우 좋아해서 다행입니다</em>. 충전기나 케이스, 카메라 보호필름까지 당장 필요한 것들을 같이 보내주셔서 바로 사용가능해서 좋아요! 아이폰에서 갤럭시로도 전부 다 옮겨지네요~ <em>뒷면 재질이 눈으로 보기엔 플라스틱같지 않아서 무광으로 생각보다는 고급진 것 같아요</em>, <em>만족스럽습니다</em>~^^",2021-06-25,2021-06-25,1624730554045,0.749987,5,N,0,N,0,Y,4,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 24, 'endPosition': 102, 'reputationScore': 895, 'positiveYn': 'N'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 105, 'endPosition': 139, 'reputationScore': 612, 'positiveYn': 'Y'}, {'topicCode': 'design', 'topicName': '디자인', 'topicNameRaw': '디자인', 'startPosition': 342, 'endPosition': 459, 'reputationScore': 924, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 462, 'endPosition': 482, 'reputationScore': 480, 'positiveYn': 'Y'}]",178967982-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
96,11st,3288857658,UPSERT,179169983,17703,25783022889,25604807522,bi******,최고예요,노트8 4년째 쓰고있는데 아직 상태 멀쩡해서 고민중에 눈팅만 하고있었는데 기계값 널뛰기에 5G요금제도 쓰기싫어서 구매했어요언니가 같은폰 사용중인데 (언니는 5G요금에 나보다 비싸게 샀음ㅎㅎ)괜찮다고 하더라고요 그래서 몇일 고민하던거 얼른 사버렸습니다사정상 아직 폰 옮기지 못하고 모셔두고 있긴한데 시일내 옮겨야겠어요무선충전기 잘되고 우산은 좀 작아서 비상용으로 차에두고 써야할것같아요다음에도 폰 바꿀때 자급제폰으로 해야겠어요이제는 대리점은 빠이빠이예요~~,2021-06-27,2021-06-27,1625782422359,0.749636,5,N,0,N,0,Y,1,"[{'topicCode': 'size', 'topicName': '사이즈', 'topicNameRaw': '사이즈', 'startPosition': 470, 'endPosition': 493, 'reputationScore': 520, 'positiveYn': 'N'}]",179169983-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
97,ncp_1nod3n_01,5331288375,UPSERT,3274346715,781798,82875781042,25604807522,lejs****,번호이동을 해야할지  기기변경을 해야할지 고민 끝에 현재 요금제를 유지하면서 기기를 교체할 수 있는 자급제폰을 저렴하게 구입하게 되었어요 배송기간이 좀 길어서 기다리는 시간이 지루,번호이동을 해야할지  기기변경을 해야할지 고민 끝에 현재 요금제를 유지하면서 기기를 교체할 수 있는 자급제폰을 저렴하게 구입하게 되었어요 <br>배송기간이 좀 길어서 기다리는 시간이 지루했지만  고급스러워 보이는 바이올렛 컬러 와  손에 쏙 잡히는 핸드폰이 맘에 들어요 처음에는 핸드폰에 발열증상이 나타나면서 밧데리가 금방 소진되는것 같아 센타에 방문했으나 처음 구매 후 이주정도는 학습기간이라 그럴 수 있다고 하더라고요 물론 지금은 그러한 증상 없이 잘 사용하고 있습니다.  사은품도  꼭 필요한것 만 챙겨주셔서 감사합니다,2021-10-05,2021-10-05,1633458813142,0.749194,5,Y,2,N,0,N,0,,3274346715-ncp_1nod3n_01-5331288375,삼성모바일파트너 코잇,https://shopping-phinf.pstatic.net/20210216_20/0640e11b-7791-4eaa-b066-7199eeb4511c.jpg,색상선택: 9월 15일 출고예정//팬텀 바이올렛,https://smartstore.naver.com/main/products/5331288375,"['https://phinf.pstatic.net/checkout/20211005_168/1633396206334qjMiU_JPEG/review-attachment-70298451-316c-4d78-8647-2fbb9624c31f.jpeg', 'https://phinf.pstatic.net/checkout/20211005_175/1633396247312tp8OE_JPEG/review-attachment-c69952b9-7fc6-4500-a12f-b3a8098eb56a.jpeg']",,
98,11st,3288857658,UPSERT,181854089,17703,25783022889,25604807522,hy******,최고예요,"2시 조금 안돼서 주문했는데 당일 8시쯤 도착한거 실환가요...배송 너무 빨라서 놀랐어요ㅋㅋㅋㅋ안그래도 이전에쓰던폰이 넘  느려서 하루빨리 바꾸고 싶었는데, 빠른배송 감사합니다! <em>할인쿠폰써서 싸게 잘 산것같아요</em>. 항상 대리점가서 약정걸고 요금제 비싼거 썼는데 완전 호갱이었네요. 이제 자급제만 쓰려고요. 사은품으로 우산 무선충전기왔는데 우산은 작아서 비상용읊 휴대하기 딱일듯요. 근데 무선충전기는 충전 속도가 좀 느리네요. 무료로 받은거니 큰 불만은 없습니당. 근데 충전기 헤드라고 해야 하나요? 그게 없어서 좀 당황했어요. 구매 후 상품설명 읽어보니 없는게 맞더라고요. 구매자 분들 참고하심 될것 같네요. 무튼 새 휴대폰 써서 <em>기분이 좋습니다</em>. <em>번창하세요</em>.",2021-07-25,2021-07-25,1627322504054,0.748978,5,N,0,N,0,Y,3,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 246, 'endPosition': 290, 'reputationScore': 672, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 866, 'endPosition': 887, 'reputationScore': 512, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 890, 'endPosition': 904, 'reputationScore': 442, 'positiveYn': 'Y'}]",181854089-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
99,11st,3295262988,UPSERT,179155756,17703,26510319930,25604807522,dl******,최고예요,"택배 파업으로 인하여 늦게 받았지만 어쨌든 새폰을 받으니 <em>기분이 좋네요</em>, 전에 쓰던 폰에 비해 <em>무게도 확실히 가볍네요</em> 손목에 무리도 덜가구요, 색상은 핑크랑 화이트에서 고민을 많이 했어요, 핑크가 호불호가 많이 갈린다고해서 걱정했는데 막상 받아보니 <em>전 이쁘더라구요</em>, 발열도 심하다고 들었는데 뭐 어느폰이고 발열없는 제품은 없으니까요 전 <em>만족하면서 잘쓰고 있어요</em>!",2021-06-27,2021-06-27,1624903659856,0.748683,5,N,0,N,0,Y,4,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 80, 'endPosition': 98, 'reputationScore': 545, 'positiveYn': 'Y'}, {'topicCode': 'weight', 'topicName': '무게', 'topicNameRaw': '무게', 'startPosition': 129, 'endPosition': 160, 'reputationScore': 621, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 345, 'endPosition': 366, 'reputationScore': 410, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 468, 'endPosition': 502, 'reputationScore': 616, 'positiveYn': 'Y'}]",179155756-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
100,ssgcom,1000060241215,UPSERT,1157321463,218835,28762173517,25604807522,lo******,배송 정말 빠릅니다. 수요일 오후 1시쯤 결제하고 바로,배송 정말 빠릅니다. 수요일 오후 1시쯤 결제하고 바로 다음날 오후 2시쯤에 받았습니다. 사은품도 빠짐없이 다 왔어요. 오염되기 전에 바로 카메라에 필름 붙이고 케이스도 씌울 수 있었습니다. 폰과 같이 보내주셔서 따로 <em>구매할 필요가 없으니 참 좋았어요</em>. 알뜰폰 유심 끼워서 개통하고 이것 저것 해봤는데 잘 됩니다. 사실 성능이야 따로 말할 것도 없죠... <em>색상은 핑크도 예뻐요</em>. 원래 화이트 하려고 했는데 품절이어서 핑크로 했습니다. 받아보니 <em>화이트로 안 한게 다행이라는 생각이 들 정도로 예쁩니다</em>. <em>잘 쓰겠습니다</em>~,2022-01-06,2022-01-06,1641579492449,0.748411,5,N,0,N,0,Y,4,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 294, 'endPosition': 339, 'reputationScore': 715, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 475, 'endPosition': 503, 'reputationScore': 526, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 596, 'endPosition': 671, 'reputationScore': 833, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 674, 'endPosition': 692, 'reputationScore': 366, 'positiveYn': 'Y'}]",1157321463-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
101,11st,3288857658,UPSERT,178173905,17703,25783022889,25604807522,dm******,최고예요,배송도 빠르고 전원 잘 켜지고 잘 작동 됩니다<em>다른 점들은 조금 더 사용해봐야 알겠지만 </em><em>일단 맘에 듭니다</em>택배대란에 걱정 많이 했는데 바로 다음날 수령했구용!!아직 <em>유심 꽂기 전이며 디자인도 이쁘고 맘에들어</em>요~~제 요금제가 워낙 싸다 보니 이것저곳 알아봐도 할인율이 높지 않아서 고민하던차에 대리점보다 1만원정도 싸게 자급제 폰 딜이 떳길래 구매했고 대리점에서는 기본 3~4개월 고가요금제 유지하라고 했는데 <em>자급제폰은 그런게 없어서 너무 좋네요</em>^*,2021-06-17,2021-06-17,1625782487271,0.748141,5,N,0,N,0,Y,5,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 61, 'endPosition': 117, 'reputationScore': 465, 'positiveYn': 'N'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 118, 'endPosition': 140, 'reputationScore': 595, 'positiveYn': 'Y'}, {'topicCode': 'design', 'topicName': '디자인', 'topicNameRaw': '디자인', 'startPosition': 222, 'endPosition': 268, 'reputationScore': 556, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 246, 'endPosition': 280, 'reputationScore': 596, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 558, 'endPosition': 609, 'reputationScore': 760, 'positiveYn': 'Y'}]",178173905-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
102,ssgcom,1000060241215,UPSERT,1157675408,218835,28762173517,25604807522,jj******,사이트 가격비교하다가 여기가 할인제일많이되고 상품평도 ,"사이트 가격비교하다가 여기가 할인제일많이되고<br><em>상품평도 괜찮고 사은품도 챙겨주고</em>해서<br>여러모로 따지다가 고민하면서 여기로 결정,<br>구매했어요,,<br>제주도인데 배송도 빠른편이고 추가배송없고,,,<br><em>파손없이 잘받았어요</em>,,아들이 그레이색해달랬는데<br>구하기가 힘들고  품절도 빨리되고해서<br>기다리려다가 <em>화이트로 했는데 요것도<br>깔끔하고 괜찮네요</em>~~어차피 케이스 씌우면 색달라지는거니,,,s8쓰다가 요거쓰니깐 속도가 빨라져 좋다고하네요,,,,<em>자급제라 비싼5g요금 안써도 되서 좋고</em><br>1주일다되가는데 아직까지 문제없이 잘쓰고있어요~^^",2022-01-10,2022-01-10,1641925030114,0.747326,5,N,0,N,0,Y,5,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 70, 'endPosition': 117, 'reputationScore': 527, 'positiveYn': 'Y'}, {'topicCode': 'condition', 'topicName': '제품상태', 'topicNameRaw': '제품상태', 'startPosition': 279, 'endPosition': 306, 'reputationScore': 640, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 425, 'endPosition': 485, 'reputationScore': 205, 'positiveYn': 'Y'}, {'topicCode': 'design', 'topicName': '디자인', 'topicNameRaw': '디자인', 'startPosition': 461, 'endPosition': 485, 'reputationScore': 425, 'positiveYn': 'Y'}, {'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 612, 'endPosition': 662, 'reputationScore': 455, 'positiveYn': 'Y'}]",1157675408-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
103,11st,3295262988,UPSERT,179290671,17703,26510319930,25604807522,cr******,최고예요,핸드폰을 바꿀려고 계속 고민을 하다가 지금 쓰고 있는 <em>요금제가 바꾸기 아까워서 </em>못바꾸고 있엇는데 마침 자급제로 21이 싸게 나와서 구매했어요신랑은 퍼플 저는 핑크 오랫만에 커플폰 가지게 되었네요~~~노트8쓰다가 바꿨는데 <em>사이즈도 적당하고 </em>핑크색깔 너무 이뻐요~~비싼요금 부담스럽지 않고 lte<em>요금 그대로 쓸수 있어서 너무 좋네요</em>~~~^^ 스벅쿠폰 저도 주세요~~~,2021-06-29,2021-06-29,1625076166464,0.747044,5,N,0,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 74, 'endPosition': 109, 'reputationScore': 530, 'positiveYn': 'N'}, {'topicCode': 'size', 'topicName': '사이즈', 'topicNameRaw': '사이즈', 'startPosition': 303, 'endPosition': 328, 'reputationScore': 467, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 399, 'endPosition': 448, 'reputationScore': 744, 'positiveYn': 'Y'}]",179290671-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
104,ssgcom,1000060241215,UPSERT,1157536184,218835,28762173517,25604807522,je******,자급제폰이 훨씬 이득인것 같아서 찾아보다 가격이 제일 ,"자급제폰이 훨씬 이득인것 같아서 찾아보다 <em>가격이 제일 저렴하고</em> 후기도 많아서 구매했어요.<br>당일배송은 안되었지만 출고 다음날 바로 받았어요!<br><em>핑크 생각보다 안촌스럽고</em> 가벼워요.<br><em>카메라 너무 좋고</em> 지문인식도 빠르고 화면 넘어가는게 굉장히 빠르고 부드러운것 같아요. 지난번에 s10쓰다 넘어온거라 그런지 <em>성능이 매우 만족스럽네요</em>ㅋㅋ<br>카드할인받아 76만원에 샀는데 필름, 충전기, 케이스 주고 리뷰시 커피 쿠폰도 주니 완전 이득이네요!<br><em>잘 쓰겠습니다</em>!<br>",2022-01-08,2022-01-08,1641752272989,0.746997,5,N,0,N,0,Y,5,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 59, 'endPosition': 87, 'reputationScore': 545, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 202, 'endPosition': 236, 'reputationScore': 528, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 255, 'endPosition': 277, 'reputationScore': 515, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 424, 'endPosition': 458, 'reputationScore': 666, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 607, 'endPosition': 625, 'reputationScore': 369, 'positiveYn': 'Y'}]",1157536184-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
105,11st,3288857658,UPSERT,179437950,17703,25783022889,25604807522,ji******,최고예요,<em>가격이 저렴한 것 같아 구매했어</em>요.첨 나올때 산게 아니라 사은품은 별로지만 지금 쓰는 폰이 5년되었더니 느려져서 구매했습니다.배송 빠르고 파손없이 잘 왔습니다.<em>플랫디자인이라 맘에들고 </em>무게감 크기 괜찮은데 발열은 진짜 심하네요.첨에 폰 키고 설정하는 그 잠깐에 윗부분이 엄청 뜨거워졌어요.최근에 업데이트 나왔다고 했는데 <em>업뎃 하고 나면 괜찮아지려나 모르겠네요</em>.근데 충전기 안들어있는거 진짜 충격...선만 있고...s21부터 빠졌나보네요.,2021-06-30,2021-06-30,1625782426344,0.74638,5,N,0,N,0,Y,3,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 0, 'endPosition': 42, 'reputationScore': 612, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 221, 'endPosition': 255, 'reputationScore': 520, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 446, 'endPosition': 500, 'reputationScore': 525, 'positiveYn': 'Y'}]",179437950-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
106,11st,3295262988,UPSERT,185066492,17703,26510319930,25604807522,jl******,최고예요,"폰이 갑자기 고장나서 급하게 주문했습니다.출고 빨리 해주셔서 주문하고 다음날 오전 중 수령 가능했어요.투명케이스랑 카메라 필름 사은품으로 챙겨주신 덕분에 일단 장착하여 잘 사용하고 있습니다.아버지께서 쓰실 폰이라 이것저것 적응 중이신데, 가장 큰 걱정이었던 발열 문제는 딱히 느껴지지 않아요~!폰 자급제로 구매하는 거 완전 추천합니다.",2021-09-01,2021-09-01,1630605743851,0.74609,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 410, 'endPosition': 465, 'reputationScore': 737, 'positiveYn': 'Y'}]",185066492-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
107,11st,3295262988,UPSERT,184512035,17703,26510319930,25604807522,lt******,최고예요,"배송은 빨랐어요. 주말에 주문했고 그 다음 수요일에 도착했어요. 폰 들어있는 박스를 완충재로 2번 포장해서 보내주셨어요. <em>크기도 적당하고</em>, 그레이 색도 괜찮아요. 기존에 쓰던 폰이랑 달라서 아직 사용하는덴 익숙하지 않지만 좋은거 같아요. z플립3 사려고 하다가 사양이 너무 안 좋아서 그냥 s21샀는데, 광각 기능이 매우 좋은 것 같아요. <em>인터넷에서 폰은 처음 사보는데 괜찮은거 같아요</em>.",2021-08-25,2021-08-25,1630001167170,0.74552,5,N,0,N,0,Y,3,"[{'topicCode': 'size', 'topicName': '사이즈', 'topicNameRaw': '사이즈', 'startPosition': 166, 'endPosition': 187, 'reputationScore': 415, 'positiveYn': 'Y'}, {'topicCode': 'wifi', 'topicName': '와이파이', 'topicNameRaw': '와이파이', 'startPosition': 452, 'endPosition': 516, 'reputationScore': 542, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 495, 'endPosition': 516, 'reputationScore': 377, 'positiveYn': 'Y'}]",184512035-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
108,11st,3288857658,UPSERT,193031942,17703,25783022889,25604807522,bd******,최고예요,"기존에 갤럭시 쓰시던 아부지 새 폰 장만해드렸어요. 같은 삼성기기라 그런지 배경화면까지 고스란히 잘 넘어왔습니다. 역시나 구성품에는 충전 케이블 이외엔 아무것도 없어서 충전기는 기존에 사용하던 걸로 계속 쓰시기로 했어요.통신사 SKT쓰시는데 유심만 끼워주니 별 문제없이 바로 인식되었고, 안내되어있던 사은품도 빠짐없이 받았습니다. 별다른 문제가 없어서 잘 쓰실 것 같아요.",2021-12-09,2021-12-09,1639159341729,0.745348,5,N,0,N,0,N,0,,193031942-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
109,ssgcom,1000060241215,UPSERT,1150669291,218835,28762173517,25604807522,so******,핸드폰들이 다 무거워 S7 4년 사용하다 지인이 S21,핸드폰들이 다 무거워 S7 4년 사용하다 지인이 S21 가볍다고 빠르고 좋다고 해서 관심이 있던차에 자급제폰이 나와서 구입하게 되었어요.<br>터치감도 그렇고 속도도 빠르고 사진 찍을때마다 <em>생동감 넘치는게 대만족합니다</em>.<br>충전기도 두가지 <em>가능해서 너무 좋네요</em>.<br>핸드폰 갈아탈때마다 요금제 때문에 <em>부담스러웠는데 요금제 걱정없이 간편하게 대리점 안가고</em> 바로 <em>사용가능하니 개인정보 유출 걱정도 없고 너무 좋네요</em>.,2021-11-04,2021-11-05,1640803323947,0.744906,5,N,0,N,0,Y,4,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 250, 'endPosition': 290, 'reputationScore': 655, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 319, 'endPosition': 347, 'reputationScore': 602, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 402, 'endPosition': 478, 'reputationScore': 585, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 487, 'endPosition': 558, 'reputationScore': 860, 'positiveYn': 'Y'}]",1150669291-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
110,ncp_1o3yuj_01,5519310748,UPSERT,3228090156,2881298,83063806206,25604807522,2691****,폰이 너무 예쁘고 색감도 마음에 듭니다. 원래 아이폰만 사용하던 사람이라 ui나 외관이 예쁘지 않으면 어쩌지 걱정했는데 그럴 걱정할 필요도 없었네요알뜰폰 개통도 온지 한시간만에 끝,<em>폰이 너무 예쁘고 </em><em>색감도 마음에 듭니다</em>. <br>원래 아이폰만 사용하던 사람이라 ui나 외관이 예쁘지 않으면 어쩌지 걱정했는데 그럴 걱정할 필요도 없었네요<br><br>알뜰폰 개통도 온지 한시간만에 끝나 너무 <em>기분 좋습니다</em>. <br>삼성폰이 아이폰에 비해 기능이 다양해서 20대인 제가 쓰기에도 약간 어렵지만 조금만 써보면 금방 익숙해질 것 같네요 :-)<br><br>핑크도 정말 예쁜 은은한 딸기우윳빛 <em>핑크라 더 마음에 듭니다</em>,2021-07-27,2021-07-27,1627497762554,0.744669,5,Y,3,N,0,Y,5,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 0, 'endPosition': 23, 'reputationScore': 474, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 24, 'endPosition': 52, 'reputationScore': 549, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 271, 'endPosition': 289, 'reputationScore': 530, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 516, 'endPosition': 548, 'reputationScore': 656, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 530, 'endPosition': 548, 'reputationScore': 536, 'positiveYn': 'Y'}]",3228090156-ncp_1o3yuj_01-5519310748,비에스모바일,https://shopping-phinf.pstatic.net/main_8345706/83457066701.8.jpg,상품 선택: 미개봉 자급제 / 색상 선택: 팬텀 핑크,https://smartstore.naver.com/main/products/5519310748,"['https://phinf.pstatic.net/checkout/20210727_244/16273830797305m8vY_JPEG/review-attachment-0152f3dd-477f-4e72-8410-555cca031d5c.jpeg', 'https://phinf.pstatic.net/checkout/20210727_120/1627383073046QOCEk_JPEG/review-attachment-a17e9acf-9676-41aa-8743-68f023e708fe.jpeg', 'https://phinf.pstatic.net/checkout/20210727_263/1627383092859hzRQU_JPEG/review-attachment-66baea51-ce63-48c0-aff7-6b3a1652d12b.jpeg']",,
