,mallId,mallProductId,updateType,mallReviewId,mallSeq,nvMid,matchNvMid,userId,title,content,registerDate,modifyDate,createTime,qualityScore,starScore,imageYn,imageCount,videoYn,videoCount,topicYn,topicCount,topics,uniqueKey,mallName,mallLogo,buyOption,pageUrl,images,_uniqueKey,videos
410,lotteon,LO1452815816,UPSERT,50000006624179,1243359,29739618560,25604807522,x*r*****,구형폰으로 버티다가 3년만에 s21로,구형폰으로 버티다가 3년만에 s21로 넘어왔는데 신세계입니다 기능이나 편의성도 말할것도 없이 좋지만 크기나 무게면에서 정말 만족감이 크네요 <em>롯데온이라 믿고 구입했는데 </em>양품으로 잘받았고 행사선물까지 주셔서 정말 감사합니다<br>s21 10만원 쿠폰 이벤트도 정상적용 잘되네요 자급제라 부담도 없고 간만에 정말 기분좋은 지름이었습니다 <em>잘쓸게요</em>,2021-04-10,2021-05-07,1637370730651,0.684646,5,Y,4,N,0,Y,2,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 194, 'endPosition': 232, 'reputationScore': 345, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 455, 'endPosition': 466, 'reputationScore': 323, 'positiveYn': 'Y'}]",50000006624179-lotteon-LO1452815816,롯데ON,https://shopping-phinf.pstatic.net/20210909/c143849d-0eb5-4662-ae04-a9bd8efd7371.jpg,그레이,https://www.lotteon.com/p/product/LO1452815816?sitmNo=LO1452815816_1452815817&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,"['https://shopping-phinf.pstatic.net/20210410_14/708822e3-0daf-4c1d-9c13-7e7869157968.jpg', 'https://shopping-phinf.pstatic.net/20210410_10/44454dc1-571a-42f5-bf97-6810e5668a9e.jpg', 'https://shopping-phinf.pstatic.net/20210410_7/4772df6e-6775-4bc0-b996-d69d8dfdab26.jpg', 'https://shopping-phinf.pstatic.net/20210410_0/209ae7ac-2e93-4db9-ab6f-5997bb27fa46.jpg']",,
411,samsungkorea123,SMG991NZWEKOO,UPSERT,29763,1186513,25612893364,25604807522,김*주*****,중학생 딸아이가 꼭 갖고 싶다고해서 여기저기 알아보다가 이 사...,"중학생 딸아이가 꼭 갖고 싶다고해서 여기저기 알아보다가 이 사이트에서 구매하게 되었습니다. 안전하게 배송 받았구요, 딸아이가 받자마자 넘넘 좋아라 합니다.ㅎㅎ 기존 핸드폰이 조금 오래된 사양이라<br> 들고 다니가  챙피 하다고 하여 주문 했는데 지금은 손으로 들고 다니네요~~ 가방에 넣으라고 하니 들고 다닌게  좋다고 합니다. ^^",2021-06-28,2021-06-28,1624903232623,0.684526,5,N,0,N,0,N,0,,29763-samsungkorea123-SMG991NZWEKOO,삼성닷컴,https://shopping-phinf.pstatic.net/20210217/553ed28d-a761-4c17-a6b3-8f8abb3c381d.jpg,,https://www.samsung.com/sec/smartphones/galaxy-s21-5g-g991,,,
412,interpark,8174292179,UPSERT,109664819,3,27520038714,25604807522,9*4*****,갤럭시S21 아주 좋아요？？？？,배송도 바로 왔고 상품 상태도 아주 좋아요 갤럭시가 처음이라 초반엔 헤매고 어려웠는데 사용해보니 카메라 성능도 좋고 반응속도도 빠르고 너무 좋네요 전에 쓰던 핸드폰 액정이 깨져서 급하게 구매하게 된건데 생각 이상으로 너무 만족스럽습니다,2021-10-06,2021-10-06,1633629846818,0.684408,5,N,0,N,0,N,0,,109664819-interpark-8174292179,인터파크,https://shopping-phinf.pstatic.net/20210217/93646eee-d7cb-4490-a54c-0c231c432496.jpg,,http://www.interpark.com/gate/ippgw.jsp?biz_cd=P01397&goods_no=8174292179,,,
413,interpark,8174292179,UPSERT,108652540,3,27520038714,25604807522,k*a*****,편하게 잘 샀어요!,"장모님 폰을 바꿔드렸는데요. 오프라인매장으로 모시고 사러갈 시간이 없었는데, <em>가격도 저렴하고 </em>배송도 빠르고 편하게 잘 샀습니다. 보호필름도 붙여서 나와서 편하고, <em>장모님도 맘에 들어서 </em>좋습니다! 사진이 잘 안나왔는데, <em>제품도 이쁘고 맘에 들어</em>하십니다^^",2021-06-18,2021-06-18,1624125772178,0.684381,5,Y,2,N,0,Y,3,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 109, 'endPosition': 131, 'reputationScore': 465, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 227, 'endPosition': 256, 'reputationScore': 491, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 302, 'endPosition': 334, 'reputationScore': 494, 'positiveYn': 'Y'}]",108652540-interpark-8174292179,인터파크,https://shopping-phinf.pstatic.net/20210217/93646eee-d7cb-4490-a54c-0c231c432496.jpg,,http://www.interpark.com/gate/ippgw.jsp?biz_cd=P01397&goods_no=8174292179,"['https://shopping-phinf.pstatic.net/20210620_22/6068c236-5ef3-4f27-bad4-cb2525ef2842.jpg', 'https://shopping-phinf.pstatic.net/20210620_19/9d201942-ef2e-402e-84af-c4d92156f9ea.jpg']",,
414,finegst,5592262696,UPSERT,3307489565,184941,83136758983,25604807522,phm4****,우선 금요일에 주문해서 다음주에 받을 줄 알았어요. 근데 토요일에 바로 배송돼서 너무 기뻤습니다! 아이폰도 고민했는데 갤럭시의 다양한 기능과 편의성을 버릴 수가 없어 다시 갤럭시로,우선 금요일에 주문해서 다음주에 받을 줄 알았어요. 근데 토요일에 바로 배송돼서 너무 기뻤습니다! 아이폰도 고민했는데 갤럭시의 다양한 기능과 편의성을 버릴 수가 없어 다시 갤럭시로!! 역시 좋습니다~ 자급제로 적당한 가격에 가장 사기 좋은폰이 아닌가 싶어요!! 색상도 흰색이라 더 마음에 들어요♡,2021-11-21,2021-11-21,1637520228668,0.684325,5,Y,3,N,0,N,0,,3307489565-finegst-5592262696,KT공식몰,https://shopping-phinf.pstatic.net/20210216_0/1841f8f8-a497-4496-832a-d5532e6fed85.jpg,색상: 팬텀 화이트,https://smartstore.naver.com/main/products/5592262696,"['https://phinf.pstatic.net/checkout/20211121_238/1637463747370K7MkD_JPEG/review-attachment-f3042aa8-b877-4841-b118-a13fc92b019d.jpeg', 'https://phinf.pstatic.net/checkout/20211121_243/1637463994009UJh2p_JPEG/review-attachment-9b622461-c099-4b61-a181-117f9ccca338.jpeg', 'https://phinf.pstatic.net/checkout/20211121_212/1637464003443k50k6_JPEG/review-attachment-c39b8b27-9bd3-4964-b2e0-fdb887c9774a.jpeg']",,
415,11st,3288857658,UPSERT,176620058,17703,25783022889,25604807522,ro******,최고예요,매번 보급형폰만  사용한 저는 너무 만족합니다. 계산해보니 약정걸고 데이터양이 적은 요금제 쓰는것보다 알뜰요금제 유심으로 사용하는게 2년간 금액차이 많이 납니다. 너무 깔끔하고 빠르네요 ㅎㅎ 많은 기능  공부해서 폰값 뽑아야겠네요~ 몇일동안 비교결과 여기가 가장 저렴했습니다.,2021-06-02,2021-06-02,1625782416455,0.684123,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 7, 'endPosition': 62, 'reputationScore': 744, 'positiveYn': 'Y'}]",176620058-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
416,11st,3295262988,UPSERT,186902881,17703,26510319930,25604807522,so******,최고예요,주문후 다음날 받을수 있을줄 알았는데 추석연휴 전이라 배송이 밀렸나봐요.너무 기다렸는데 받아보고나니 좋네요.노트 9와 비교해봤어요.무게는 더 가벼워지고 액정크기는 차이가 많이 나지 않아요.그치만 발열이 진짜ㅜㅜ 아..핫팩인줄요ㅜㅜ발열문제만 아니면 좋아요.보라색도 촌스럽다 생각했는데 익숙해지니 괜찮네요,2021-09-25,2021-09-25,1632679331513,0.684023,5,N,0,N,0,N,0,,186902881-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
417,himart1,0013063408,UPSERT,001306340897,98987,25605661815,25604807522,w*f*****,핸드폰이 먹통이 되어 급하게 구,"핸드폰이 먹통이 되어 급하게 구매했는데, 배송도 빨랐고 사은품으로 버즈도 받고 <br>포인트도 45000점 까지 받아서 결과적으론 저렴하게 구매했네요.<br>이전 사용하던 기기가 구형이라 속도가 많이 느렸어서 그런지, 반응 속도가 빨라서 무엇보다 좋네요. 계속 삼성 기기만 사용해서 조작에 있어서  불편함 없이 잘 사용하고 있습니다.<br>",2021-08-01,2021-08-01,1627841490038,0.683735,5,Y,1,N,0,N,0,,001306340897-himart1-0013063408,하이마트쇼핑몰,https://shopping-phinf.pstatic.net/20210306/66169c23-1e6d-4482-8277-7fda00ee7a44.jpg,,http://www.e-himart.co.kr/app/goods/goodsDetail?goodsNo=0013063408,['https://shopping-phinf.pstatic.net/20210802_6/ad5f795c-cf03-4011-8220-13b7764fd95c.jpg'],,
418,ssgcom,1000060241215,UPSERT,1146953894,218835,28762173517,25604807522,he******,배송도 이틀만에  왔어요.   배송 예정일이 10월5일,"배송도 이틀만에  왔어요. <br>배송 예정일이 10월5일이었는데.. <em>기대도 안했는데</em>.. 이렇게 초고속 배송해주시니 너무 기쁘네요. <br>kt  m모바일 유심사서 셀프개통했어요. <br>sk에서 25프로 약정할인 받고 있었는데, <em>사용할 수 있는 데이터는 더 많아졌고</em> 요금은 더 싸졌으니 <br><em>더할나위없이 좋아요</em>!! <br>비싼 요금제 쓰시지 말고 알뜰폰 요금제로 넘어오세요~ <em>강추입니다</em>!!<br>",2021-10-01,2021-10-01,1640803316809,0.683582,5,N,0,N,0,Y,4,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 84, 'endPosition': 105, 'reputationScore': 310, 'positiveYn': 'N'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 282, 'endPosition': 331, 'reputationScore': 650, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 365, 'endPosition': 392, 'reputationScore': 440, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 475, 'endPosition': 489, 'reputationScore': 443, 'positiveYn': 'Y'}]",1146953894-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
419,11st,3288857658,UPSERT,188385207,17703,25783022889,25604807522,S|******,최고예요,배송 빠릅니다! 바이올렛이랑 핑크랑 엄청 고민했는데 고민 괜히 했을 정도로 핑크가 너무 이뻐서 완전 취향저격입니다. 자급제 폰이라 간단하게 유심만 옮기면 바로 사용할수있고 제약없이 쓰던 요금 그대로 사용할수있는것도 좋습니다~,2021-10-15,2021-10-15,1634407293543,0.683511,5,N,0,N,0,N,0,,188385207-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
420,11st,3295262988,UPSERT,181913572,17703,26510319930,25604807522,mi******,최고예요,"남편한테 큰 마음 먹고 <em>선물했더니 너무 좋아하네요</em>! 보통 대리점에서 휴대폰을 바꾸면 정해진 요금제를 써야해서 많이 부담스러운데, <em>자급제폰은 요금제가 자유로워서 부담없이 사용하기 좋네요</em>~ 저가도 아니고 고가품이라 배송이 조금 걱정되기도 했지만 안전하게 배송 잘 해주셨어요^^ 감사합니다~ <em>다른 곳보다 저렴하게 잘 샀어요</em>~~",2021-07-26,2021-07-26,1627409006315,0.68348,5,N,0,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 31, 'endPosition': 68, 'reputationScore': 660, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 180, 'endPosition': 259, 'reputationScore': 867, 'positiveYn': 'Y'}, {'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 400, 'endPosition': 442, 'reputationScore': 661, 'positiveYn': 'Y'}]",181913572-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
421,11st,3295262988,UPSERT,178688115,17703,26510319930,25604807522,wl******,최고예요,"쇼킹딜로 저렴하게 그리고 무이자할부로 구입했어요믿을 수 있는 정품에 투명젤리케이스에 액정보호필름, 충전기까지 모두 필요한 구성의 사은품도 좋습니다^^핑크색상은 더 비싸거나 구하기어렵다고 들었는데 잘 구입한거 같아요",2021-06-22,2021-06-22,1624471255159,0.683248,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 166, 'endPosition': 210, 'reputationScore': 675, 'positiveYn': 'Y'}]",178688115-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
422,11st,3295262988,UPSERT,178850179,17703,26510319930,25604807522,ld******,최고예요,"<em>삼성 플래그십 스마트폰을 비교적 저렴한 가격에 구입할 수 있어서 좋았습니다</em>. 기존 휴대폰에 저장된 자료는 삼성 스위치로 간편하게 옮겼습니다. <em>크기는 적당하고</em>, 반응속도는 빨랐습니다. 디스플레이는 밝고 선명해서 <em>내용을 보기가 좋습니다</em>. 사은품으로 온 케이스, 충전기, 보호필름도 잘 쓰고 있습니다. 배송도 빨라서 좋았습니다! ",2021-06-23,2021-06-23,1624557757471,0.683227,5,N,0,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 0, 'endPosition': 104, 'reputationScore': 950, 'positiveYn': 'Y'}, {'topicCode': 'size', 'topicName': '사이즈', 'topicNameRaw': '사이즈', 'startPosition': 197, 'endPosition': 218, 'reputationScore': 417, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 293, 'endPosition': 324, 'reputationScore': 583, 'positiveYn': 'Y'}]",178850179-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
423,interpark,8174292179,UPSERT,108684724,3,27520038714,25604807522,y*o*****,갤럭시 s21 팬텀 화이트 리뷰,중국회사에서 만든 스마트폰을 사용하다가 갤럭시 s21로 바꿨습니다. 디자인도 고급지고 예쁘지만 기기의 편리함이 가장 만족스러웠습니다. 아직 애플사의 제품은 사용해 본적 없지만 큰 이변이 없다면 앞으로 계속 갤럭시 제품을 사용할것 같습니다.,2021-06-22,2021-06-22,1624471271331,0.683184,5,Y,1,N,0,Y,1,"[{'topicCode': 'design', 'topicName': '디자인', 'topicNameRaw': '디자인', 'startPosition': 92, 'endPosition': 117, 'reputationScore': 375, 'positiveYn': 'Y'}]",108684724-interpark-8174292179,인터파크,https://shopping-phinf.pstatic.net/20210217/93646eee-d7cb-4490-a54c-0c231c432496.jpg,,http://www.interpark.com/gate/ippgw.jsp?biz_cd=P01397&goods_no=8174292179,['https://shopping-phinf.pstatic.net/20210624_1/4ac21ccb-da3b-4b80-aa3e-7a4592158287.jpg'],,
424,11st,3288857658,UPSERT,185237614,17703,25783022889,25604807522,ki******,최고예요,갤 9+  쓰다가 휴대폰 바꿀때가되어서 마침 자급제 떴길래 주문하였습니다.화면 사이즈는 비슷합니다.상품은 안전하게 잘받았고 <em>실버 색상이 예쁘네요</em>.화면  사이즈도. <em>사양도 만족합니다</em>.이것저것 사용해봐야겠네요잘쓰도록 하겠습니다,2021-09-03,2021-09-03,1630778884386,0.682866,5,N,0,N,0,Y,3,"[{'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 171, 'endPosition': 199, 'reputationScore': 561, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 171, 'endPosition': 199, 'reputationScore': 561, 'positiveYn': 'Y'}, {'topicCode': 'quality', 'topicName': '품질', 'topicNameRaw': '품질', 'startPosition': 223, 'endPosition': 247, 'reputationScore': 502, 'positiveYn': 'Y'}]",185237614-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
425,11st,3288857658,UPSERT,193968029,17703,25783022889,25604807522,wo******,최고예요,배송 빠르고 <em>포장상태 좋았습니다</em>성능도 이상없는  제품으로  잘 받았고<em>부가로 주신 서비스도 감사합니다</em> 아이폰7 쓰는 딸 오래되서 S21로 바꿔준건데데이터 옮길때는 8핀 to C핀 케이블 별도 구매하셔서해야하니 참고하면 좋겠네요,2021-12-20,2021-12-20,1640109742657,0.682796,5,N,0,N,0,Y,2,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 17, 'endPosition': 44, 'reputationScore': 535, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 96, 'endPosition': 140, 'reputationScore': 671, 'positiveYn': 'Y'}]",193968029-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
426,11st,3295048592,UPSERT,184189616,17703,27491921313,25604807522,em******,최고예요,온라인에서 핸드폰 구입을 한건 첨였는데 만족합니다. 저렴히 기계만 구입해서 알뜰요금제 쓰기엔 딱이네요. 게다가 사은품으로 주신 무선충전기 문제를 신속히 잘해결해 주셔서 만족해요. 다만 배터리가 빨리 달아서 서비스센터 가보려구요..,2021-08-21,2021-08-21,1629655395103,0.682501,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 56, 'endPosition': 70, 'reputationScore': 497, 'positiveYn': 'Y'}]",184189616-11st-3295048592,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
427,11st,3288857658,UPSERT,192494035,17703,25783022889,25604807522,up******,최고예요,남편꺼 S21<em>구매하고 너무좋아서</em>제껀 울트라로 구매했어요<em>확실히 배송도 하루만에 와서 너무좋고</em>포장도 꼼꼼하게 와서 너~~~무만족해요자급제폰이라 다루기도 너무쉽고<em>요금제도 그대로 사용할수있어서</em> 너!!!!<em>무 좋아요</em><em>저렴하게 잘 구매했어요</em>!!!!!^^,2021-12-02,2021-12-02,1638554542524,0.682429,5,N,0,N,0,Y,5,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 13, 'endPosition': 40, 'reputationScore': 516, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 76, 'endPosition': 127, 'reputationScore': 660, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 223, 'endPosition': 266, 'reputationScore': 620, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 275, 'endPosition': 287, 'reputationScore': 515, 'positiveYn': 'Y'}, {'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 288, 'endPosition': 319, 'reputationScore': 599, 'positiveYn': 'Y'}]",192494035-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
428,11st,3295262988,UPSERT,178241067,17703,26510319930,25604807522,S|******,최고예요," 어제 주문하고 오늘 수령했습니다. 배송 칼 같네요. ㅋㅋ 갤럭시9 쓰나가 지금 너무 기대중입니다. 최근 제가 조사해본 가격대로는 이집이 젤 저렴했습니다. 코스트코도 있긴 했지만 거긴 회원권도 없고, 사은품도 없구요. 배송, 사은품, 가격 따지면 그냥 여기서 사는게 가장 속편하겠네요. 커피는 받으면 와이프랑 데이트할때 사용하려고 합니다. 회사에서 받았는데 혼자만의 공간에서 셋팅하고 싶어서 부팅화면을 찍지는 못했습니다. 사은품도 퀄리티가 좋아보입니다. 많이 파십쇼!",2021-06-17,2021-06-17,1624039359060,0.682292,5,N,0,N,0,Y,1,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 131, 'endPosition': 205, 'reputationScore': 816, 'positiveYn': 'Y'}]",178241067-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
429,11st,3295262988,UPSERT,178469875,17703,26510319930,25604807522,po******,최고예요,하루만에 총알배송으로 안전하게 잘 받았습니다!케이스와 충전기도 서비스로 받아서 기본구성으로<em>사용에 불편함이 없네요</em>!<em>최저가로 잘산것같아요</em>~바이올렛 색상 고민했지만 화이트가 질림없어 잘 쓸수있을거같아서 선택했고 잘 구매했다고 생각해요~<em>잘 쓰겠습니다</em>!,2021-06-19,2021-06-19,1624212139680,0.682177,5,N,0,N,0,Y,3,"[{'topicCode': 'usability', 'topicName': '사용성', 'topicNameRaw': '사용성', 'startPosition': 132, 'endPosition': 163, 'reputationScore': 610, 'positiveYn': 'Y'}, {'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 165, 'endPosition': 195, 'reputationScore': 587, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 334, 'endPosition': 352, 'reputationScore': 365, 'positiveYn': 'N'}]",178469875-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
430,interpark,8174292179,UPSERT,109868548,3,27520038714,25604807522,b*a*****,배송을 빨리보내주시면 좋겠네요,전반적으로 좋습니다 폰 고장으로 급하게  주문하고 판매자분께 양해를 구하였으닌 월요일 아침 주문한 폰이 목요일 오후5시가 넘어서 도착했네요 급하신분들은 비추. 시간여유 있으신분들은 강추 배송을 제외하고는 모두 좋아요,2021-11-04,2021-11-04,1636135247518,0.681532,5,N,0,N,0,N,0,,109868548-interpark-8174292179,인터파크,https://shopping-phinf.pstatic.net/20210217/93646eee-d7cb-4490-a54c-0c231c432496.jpg,색상선택/팬텀그레이[SM-G991NZAEKOO],http://www.interpark.com/gate/ippgw.jsp?biz_cd=P01397&goods_no=8174292179,,,
431,11st,3288857658,UPSERT,178105495,17703,25783022889,25604807522,ni******,보통이에요,당일 배송 받앗구요 몇일 사용 아이폰만 사용하다가 사용한건데 완충하고 일어나서 뭐 한것도 어ㅂㅅ는데 배터리가 빨리 닳는거 같아요 아직 뭐가 뭔지 몰라 이게 문제 인거인지 <em>색은 이쁘네요</em>  가끔 화면도  안뜨는데 ;; 뽑기를 잘못한건가 삼페는 어디든 되니 편하긴 하네요,2021-06-16,2021-06-16,1625782419747,0.681458,3,N,0,N,0,Y,2,"[{'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 237, 'endPosition': 255, 'reputationScore': 492, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 237, 'endPosition': 255, 'reputationScore': 492, 'positiveYn': 'Y'}]",178105495-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
432,11st,3295048592,UPSERT,184190476,17703,27491921313,25604807522,em******,최고예요,온라인에서 핸드폰 구입을 한건 첨였는데 만족합니다(2대구입). 저렴히 기계만 구입해서 알뜰요금제 쓰기엔 딱이네요. 게다가 사은품으로 주신 무선충전기 문제를 신속히 잘해결해 주셔서 만족해요. 다만 배터리가 빨리 달아서 서비스센터 가보려구요..,2021-08-21,2021-08-21,1629655431889,0.681432,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 56, 'endPosition': 70, 'reputationScore': 496, 'positiveYn': 'Y'}]",184190476-11st-3295048592,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
433,himart1,0013063408,UPSERT,001306340876,98987,25605661815,25604807522,i*0*****,무슨 색할까하다가 깔끔한 흰색으,무슨 색할까하다가 깔끔한 흰색으로 했네요 ㅎㅎ엄마 사드렸는데 <em>슬림하고 이쁘다면서 마음에 들어하시더라고요</em> 카드혜택있을 때 잘 샀어요~타이밍 맞추는게 힘들었지만..그래도 사은품은 버즈플러스받아서 만족스럽습니다~배송도 주문 후 2~3일만에 와서 좋았어용,2021-07-07,2021-07-07,1626015028249,0.681341,5,Y,1,N,0,Y,2,"[{'topicCode': 'design', 'topicName': '디자인', 'topicNameRaw': '디자인', 'startPosition': 88, 'endPosition': 150, 'reputationScore': 751, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 101, 'endPosition': 150, 'reputationScore': 686, 'positiveYn': 'Y'}]",001306340876-himart1-0013063408,하이마트쇼핑몰,https://shopping-phinf.pstatic.net/20210306/66169c23-1e6d-4482-8277-7fda00ee7a44.jpg,,http://www.e-himart.co.kr/app/goods/goodsDetail?goodsNo=0013063408,['https://shopping-phinf.pstatic.net/20210711_9/150296c9-9774-4557-8826-a8027956610f.jpg'],,
434,11st,3288857658,UPSERT,188962358,17703,25783022889,25604807522,dh******,최고예요,자급제폰으로 첫구매인데 배송도 이틀만에 오고 쉽게 유심칩만 바꿔서 옮길 수 있어 간편하고 좋네요 기존 노트폰이랑 사이즈는 별차이 없지만 성능이랑 카메라가 너무 좋아졌네요 특히 용량이 적어서 불편했는데 이젠 넉넉히 사용할 수 있겠네요ㅎㅎ,2021-10-22,2021-10-22,1635012067149,0.680973,5,N,0,N,0,N,0,,188962358-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
435,11st,3295262988,UPSERT,178723512,17703,26510319930,25604807522,br******,최고예요,저희 남매가 부모님 드릴려구 효도폰으로 준비했어요★2대를 주문했고 사진과같이 도착했어요!충전기와 케이스 액정보호필름도 같이 왔고 다음주 중으로 가져다 드리러고 합니다!부모님이 좋아하시는 모습이 눈이 보이는듯하네요 ㅜㅜ♥효도폰을 생각하신다면 이걸로 추천드립니다!요즘 50대 60대분들도 저가형보다 최신폰 가지고들 싶어하세요20대 30대들만큼 스마트폰 잘 사용하십니다!깔끔하고 빠른배송 감사합니다!!!!,2021-06-22,2021-06-22,1624471333666,0.680924,5,N,0,N,0,N,0,,178723512-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
436,11st,3288857658,UPSERT,180355750,17703,25783022889,25604807522,kc******,좋아요,배송 빠르고 박스포장도 딴딴하게 잘 보내주셨어요오자마자 유심침 옮겨서 바로 사용하네요오프라인 매장보다 싼값에 <em>만족합니다</em>.<em>여러가지 사은품도 좋지만 무선 블루투스 이어폰이랑 충전기를 주시는게 좋을것같다 </em>라는 생각을 했네요,2021-07-10,2021-07-10,1626026530910,0.680737,4,N,0,N,0,Y,2,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 159, 'endPosition': 173, 'reputationScore': 477, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 175, 'endPosition': 288, 'reputationScore': 650, 'positiveYn': 'Y'}]",180355750-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
